Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
Mobile_Base,0.00270794889201253,0.000926242394781646,-0.128115066829716,0,0,0,13.0496430135498,0.078428885336732,-0.000424260125405416,-4.99662127671641E-08,0.101100659734584,-1.90955777107521E-07,0.156190952643998,0,0,0,0,0,0,package://Mobile_Base_Holder_6/meshes/Mobile_Base.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Mobile_Base_Holder_6/meshes/Mobile_Base.STL,,Mobile_Base_body_with_Holder2-1,Coordinate System37,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
Wheel_LF,-3.68604325448052E-05,8.74696815872378E-06,-0.000155511793327234,0,0,0,0.77404110274982,0.00055506881532458,2.15732280355355E-07,-1.8565434672159E-10,0.000555930826369469,2.2728326005673E-10,0.00098890621085001,0,0,0,0,0,0,package://Mobile_Base_Holder_6/meshes/Wheel_LF.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Mobile_Base_Holder_6/meshes/Wheel_LF.STL,,NM127A-M0.4_core2_for_urdf-1,Coordinate System33,Axis33,J_Wheel_LF,continuous,0.243373703143014,0.196999999999994,-0.410500520826094,1.5707963267949,-0.698892577239709,0,Mobile_Base,0,0,1,,,,,,,,,,,,
Roller_LF_1,-3.83179044050053E-10,-5.66471425322845E-10,-6.83960459380017E-08,0,0,0,0.0352584429300114,1.04260747160859E-05,-3.74986144430689E-16,3.16159847563384E-11,1.04260747162553E-05,-7.59166288672171E-12,3.2461714596406E-06,0,0,0,0,0,0,package://Mobile_Base_Holder_6/meshes/Roller_LF_1.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://Mobile_Base_Holder_6/meshes/Roller_LF_1.STL,,NM127AL-3_roller_for_urdf-1,Coordinate System1,Axis1,J_Roller_LF_1,continuous,0.0495000000000021,0,0,0,0.785398163397682,1.57079632679483,Wheel_LF,0,0,-1,,,,,,,,,,,,
Roller_LF_2,-3.09857084435095E-10,1.10555131715984E-09,-4.17113807937852E-08,0,0,0,0.0352584429300109,1.04260761905346E-05,2.1024734179391E-16,-2.4788845569513E-11,1.04260761890094E-05,-2.10620761229012E-11,3.2461714605291E-06,0,0,0,0,0,0,package://Mobile_Base_Holder_6/meshes/Roller_LF_2.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://Mobile_Base_Holder_6/meshes/Roller_LF_2.STL,,NM127AL-3_roller_for_urdf-2,Coordinate System2,Axis2,J_Roller_LF_2,continuous,0.0350017856687387,0.0350017856687551,0,0,0.785398163397817,2.35619449019253,Wheel_LF,0,0,-1,,,,,,,,,,,,
Roller_LF_3,7.28457724696874E-09,2.76751460637215E-09,2.27604659563951E-08,0,0,0,0.0352584429300112,1.04260768064924E-05,-1.98661176213904E-14,-3.25498755616683E-11,1.04260768503918E-05,-1.43134028341921E-12,3.2461715182147E-06,0,0,0,0,0,0,package://Mobile_Base_Holder_6/meshes/Roller_LF_3.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://Mobile_Base_Holder_6/meshes/Roller_LF_3.STL,,NM127AL-3_roller_for_urdf-3,Coordinate System3,Axis3,J_Roller_LF_3,continuous,0,0.0494999999999665,0,0,0.785398163397733,-3.14159265358936,Wheel_LF,0,0,-1,,,,,,,,,,,,
Roller_LF_4,-8.85001738559765E-10,8.87343976074817E-10,-1.82681261229334E-08,0,0,0,0.0352584429300108,1.04260768940345E-05,6.84323106163551E-16,-1.09712169219895E-11,1.04260768941283E-05,3.06406602966855E-11,3.24617146037585E-06,0,0,0,0,0,0,package://Mobile_Base_Holder_6/meshes/Roller_LF_4.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://Mobile_Base_Holder_6/meshes/Roller_LF_4.STL,,NM127AL-3_roller_for_urdf-4,Coordinate System4,Axis4,J_Roller_LF_4,continuous,-0.0350017856687272,0.0350017856687195,0,0,0.785398163397478,-2.35619449019179,Wheel_LF,0,0,-1,,,,,,,,,,,,
Roller_LF_5,1.60439111440702E-08,5.69080083057116E-09,1.2380305391968E-07,0,0,0,0.035258442930011,1.04260694141623E-05,-9.94372509425932E-14,-1.26413841572443E-11,1.04260696259208E-05,2.99325036380074E-11,3.24617174875245E-06,0,0,0,0,0,0,package://Mobile_Base_Holder_6/meshes/Roller_LF_5.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://Mobile_Base_Holder_6/meshes/Roller_LF_5.STL,,NM127AL-3_roller_for_urdf-5,Coordinate System5,Axis5,J_Roller_LF_5,continuous,-0.0495000000000251,0,0,0,0.785398163397209,-1.57079632679442,Wheel_LF,0,0,-1,,,,,,,,,,,,
Roller_LF_6,-3.82563758449805E-10,-1.68518196619338E-09,4.39527294004982E-08,0,0,0,0.035258442930011,1.04260760941714E-05,-2.85658314511046E-16,2.80429237867042E-11,1.04260760917002E-05,1.65168143896448E-11,3.24617146148314E-06,0,0,0,0,0,0,package://Mobile_Base_Holder_6/meshes/Roller_LF_6.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://Mobile_Base_Holder_6/meshes/Roller_LF_6.STL,,NM127AL-3_roller_for_urdf-6,Coordinate System6,Axis6,J_Roller_LF_6,continuous,-0.0350017856687449,-0.0350017856687672,0,0,0.785398163397077,-0.785398163397211,Wheel_LF,0,0,-1,,,,,,,,,,,,
Roller_LF_7,4.28941293595386E-09,8.82995843110024E-10,-1.01682180037033E-07,0,0,0,0.0352584429300109,1.04260718732603E-05,-4.33397981165643E-15,2.94154428780881E-11,1.04260718866193E-05,-1.40054288998785E-11,3.24617147470388E-06,0,0,0,0,0,0,package://Mobile_Base_Holder_6/meshes/Roller_LF_7.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://Mobile_Base_Holder_6/meshes/Roller_LF_7.STL,,NM127AL-3_roller_for_urdf-7,Coordinate System7,Axis7,J_Roller_LF_7,continuous,0,-0.0494999999999995,0,0,0.785398163397161,0,Wheel_LF,0,0,-1,,,,,,,,,,,,
Roller_LF_8,-4.45605996546306E-10,-1.68479385997955E-09,4.58650016577078E-08,0,0,0,0.035258442930011,1.0426076009136E-05,-3.83896719277567E-16,3.2272131431729E-11,1.04260760061882E-05,-4.12147536670223E-12,3.24617146194942E-06,0,0,0,0,0,0,package://Mobile_Base_Holder_6/meshes/Roller_LF_8.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://Mobile_Base_Holder_6/meshes/Roller_LF_8.STL,,NM127AL-3_roller_for_urdf-8,Coordinate System8,Axis8,J_Roller_LF_8,continuous,0.0350017856687419,-0.0350017856687232,0,0,0.785398163397412,0.785398163397306,Wheel_LF,0,0,-1,,,,,,,,,,,,
